Business Name	First Name	Last Name	Email Address	Website	Phone	Category	Sub Category	street	town	post code	country	lat	lng	Original 'Street Address	on_website	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday	blurb	image_file	org_map_name	card_layout		iframe
Kentville Chiropractic	Dan	Marczak	kentvillechiropractic@gmail.com	http://www.kentvillechiropractic.com	902-690-2222	Business	Health / Healing	401 Main St	Kentville	NS B4N	Canada	45.0773472	-64.4960829	401 Main Street    Kentville  NS  B4N 1K7  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Kentville Chiropractic</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 401 Main St</i> &nbsp;|&nbsp; 📞 902-690-2222 &nbsp;|&nbsp; 🌐 www.kentvillechiropractic.com	Kentville_Chiropractic.jpg	business-map	image		
Kentville Dental Centre Ltd	Linda	Stone	linda@kentvilledentalcenter.com	http://www.kentvilledental.com	902-678-6033	Business	Health / Healing	145 Belcher St	Kentville	NS B4N 1E2	Canada	45.0839422	-64.487978	145 Belcher Street    Kentville  NS  B4N 1E2  CA	False	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 17:00	F: 8:30 T: 16:00	closed	closed	<b>Kentville Dental Centre Ltd</b> — Trusted health and wellness professionals serving the Kentville community. Compassionate care in a comfortable setting, focused on helping you achieve your best health. New patients welcome.<br><i>📍 145 Belcher St</i> &nbsp;|&nbsp; 📞 902-678-6033 &nbsp;|&nbsp; 🌐 www.kentvilledental.com	Kentville_Dental_Centre_Ltd.jpg	business-map	image		
Maritime Travel	Tammy	McKay	tmckay@maritimetravel.ca	http://www.maritimetravel.ca		Business	Specialty Services	341 Main St	Kentville	NS B4N 2E1	Canada	45.0771333	-64.4944552	341 Main St, Kentville, NS B4N 1K7	True	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Maritime Travel</b> — Your local travel experts in Downtown Kentville. Vacation packages, cruises, flights, and custom trip planning. Let us help you explore the world.	Maritime_Travel.jpg	business-map	image		
Mia's Endless Pawsabillities Dog Grooming	Mia	LeBlanc	mias_doggrooming@hotmail.com			Business	Specialty Services	7 River St Unit 15	Kentville	NS B4N 1G8	Canada	45.079827	-64.495592	7 River St Unit 15, Kentville, NS B4N 1G8	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Mia's Endless Pawsabillities</b> — Professional dog grooming with love and care. Baths, haircuts, nail trims, and breed-specific styling. Your pup will leave looking and feeling their best!	Mias_Endless_Pawsabillities_Dog_Grooming.jpg	business-map	image		
Pauline's Golden Threads	Pauline	Mullin	pauline_mullin@hotmail.com		902-691-4504	Business	Specialty Services	325 Main St	Kentville	NS B4N 1K5	Canada	45.0770761	-64.4932805	325 Main Street    Kentville  NS  B4N 1K5  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Pauline's Golden Threads</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 325 Main St</i> &nbsp;|&nbsp; 📞 902-691-4504	Paulines_Golden_Threads.jpg	business-map	image		
White Family Funeral Home	Cyril & Greg &Cindy	White	thewhites@whitefamilyfuneralhome.com; greg@whitefamilyfuneralhome.com	http://www.whitefamilyfuneralhome.com	902-678-3339	Business	Specialty Services	100 Bridge St	Kentville	NS B4N 2E4	Canada	45.079351	-64.4949665	100 Bridge Street    Kentville  NS  B4N 2E4  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	By appointment	By appointment	<b>White Family Funeral Home</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 100 Bridge St</i> &nbsp;|&nbsp; 📞 902-678-3339 &nbsp;|&nbsp; 🌐 www.whitefamilyfuneralhome.com	White_Family_Funeral_Home.jpg	business-map	image		
Skylit	Andrew	Bagley	solar@skylit.ca; abrule@skylit.ca	https://www.skylit.ca/	902-812-1050	Business	Specialty Services	6 Webster Ct	Kentville	NS B4N 1H2	Canada	45.0780968	-64.4935616	6 Webster Court    Kentville  Nova Scotia  B4N 1H4  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Skylit</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 6 Webster Ct</i> &nbsp;|&nbsp; 📞 902-812-1050 &nbsp;|&nbsp; 🌐 www.skylit.ca	Skylit.jpg	business-map	image		
Total Energy Inc.	x	x	totalenergy@westnova.ca	http://www.totalenergyinc.ca	902-679-8800	Business	Specialty Services	909 Park St	Kentville	NS B4N 5H3	Canada	45.0703857	-64.5511571	909 Park Street    Kentville  NS  B4N 3V7  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Total Energy Inc.</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 909 Park St</i> &nbsp;|&nbsp; 📞 902-679-8800 &nbsp;|&nbsp; 🌐 www.totalenergyinc.ca	Total_Energy_Inc.jpg	business-map	image		
Little Pumpkins Daycare	Julie	MacHattie	littlepumpkinskentville@gmail.com	http://www.littlepumpkins.ca		Business	Specialty Services	58 School St	Kentville	NS B4N 2P9	Canada	45.0754059	-64.5012098	58 School St, Kentville, NS B4N 2P9	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Little Pumpkins Daycare</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 58 School St</i> &nbsp;|&nbsp; 🌐 www.littlepumpkins.ca	Little_Pumpkins_Daycare.jpg	business-map	image		
Mortgage Intelligence	Chris	Golding	chris.golding@migroup.ca	https://www.mortgageintelligence.ca/	902-678-3325	Business	Financial Services	15 Aberdeen St	Kentville	NS B4N 2M9	Canada	45.0776045	-64.4964341	15 Aberdeen Street    Kentville  NS  B4N 2M9  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Mortgage Intelligence</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 15 Aberdeen St</i> &nbsp;|&nbsp; 📞 902-678-3325 &nbsp;|&nbsp; 🌐 www.mortgageintelligence.ca	Mortgage_Intelligence.jpg	business-map	image		
Allied Insurance	Stephen	Grover	sgrover@alliedinsurance.ca	https://novainsurancegroup.ca/kentville/	902-678-1187	Business	Financial Services	454 Main St	Kentville	NS B4N 1K8	Canada	45.0771992	-64.4981787	454 Main St, Kentville, NS B4N 1K8	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Allied Insurance</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 454 Main St</i> &nbsp;|&nbsp; 📞 902-678-1187 &nbsp;|&nbsp; 🌐 novainsurancegroup.ca/kentville	Allied_Insurance.jpg	business-map	image		
Golding & Associates	Dawn	Golding	dawn@goldingandassociates.ca	https://www.debtandcreditsolutions.ca/	902-365-3032	Business	Financial Services	15 Aberdeen St	Kentville	NS B4N 2M9	Canada	45.0776045	-64.4964341	15 Aberdeen Street    Kentville  NS  B4N 2M9  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Golding & Associates</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 15 Aberdeen St</i> &nbsp;|&nbsp; 📞 902-365-3032 &nbsp;|&nbsp; 🌐 www.debtandcreditsolutions.ca	Golding_Associates.jpg	business-map	image		
Harvest Wealth Management	Scott C.	Nichols	snichols@harvestwealth.ca	http://harvestwealth.ca	(902) 678-2788	Business	Financial Services	28 Webster Ct	Kentville	NS B4N 1H2	Canada	45.0778033	-64.4924947	28 Webster Court Kentville, NS  B4N 1H2	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Harvest Wealth Management</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 28 Webster Ct</i> &nbsp;|&nbsp; 📞 (902) 678-2788 &nbsp;|&nbsp; 🌐 harvestwealth.ca	Harvest_Wealth_Management.jpg	business-map	image		
Evangeline Wealth	Terry / Macael	Miller /  Baxter	millert@eastlink.ca	http://www.holliswealth.com	902-678-9846	Business	Financial Services	35 Webster St	Kentville	NS B4N 1H4	Canada	45.0784755	-64.4950675	35 Webster Street    Kentville  NS  B4N 1H4  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Evangeline Wealth</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 35 Webster St</i> &nbsp;|&nbsp; 📞 902-678-9846 &nbsp;|&nbsp; 🌐 www.holliswealth.com	Evangeline_Wealth.jpg	business-map	image		
Kevin Martin Accounting	Chris	Martin	chris.martin@kevinmartinaccounting.ca	https://kevinmartinaccounting.ca	(782) 265-0060	Business	Financial Services	405 Main St	Kentville	NS B4N 1K7	Canada	45.0775097	-64.4961995	405 Main Street    Kentville  Nova Scotia  B4N1K7  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Kevin Martin Accounting</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 405 Main St</i> &nbsp;|&nbsp; 📞 (782) 265-0060 &nbsp;|&nbsp; 🌐 kevinmartinaccounting.ca	Kevin_Martin_Accounting.jpg	business-map	image		
MacLeod Lorway Insurance	Nancy	Lockhart	nancyl@macleodlorway.com	http://www.macleodlorway.com	902-678-3219	Business	Financial Services	49 Bridge St #103	Kentville	NS B4N 2E3	Canada	45.07825	-64.49365	49 Bridge St Suite 103 Kentville NS B4N 2E3	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>MacLeod Lorway Insurance</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 49 Bridge St #103</i> &nbsp;|&nbsp; 📞 902-678-3219 &nbsp;|&nbsp; 🌐 www.macleodlorway.com	MacLeod_Lorway_Insurance.jpg	business-map	image		
Maynard Bent & Fagan	David/ Jennifer	Fagan/ Grant	jennifer.grant@mbfca.com	http://www.maynardbent.ns.ca	902-678-2729	Business	Financial Services	454 Main St	Kentville	NS B4N 1K8	Canada	45.0771992	-64.4981787	454 Main Street    Kentville  NS  B4N 3W4  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Maynard Bent & Fagan</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 454 Main St</i> &nbsp;|&nbsp; 📞 902-678-2729 &nbsp;|&nbsp; 🌐 www.maynardbent.ns.ca	Maynard_Bent_Fagan.jpg	business-map	image		
The Ritcey Team	David	Ritcey	david.ritcey@scotiawealth.com	http://www.ritceyteam.com	902-678-0048	Business	Financial Services	1 Webster St	Kentville	NS B4N 2E4	Canada	45.0782724	-64.494458	1 Webster Street    Kentville  NS  B4N 3X3  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>The Ritcey Team</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 1 Webster St</i> &nbsp;|&nbsp; 📞 902-678-0048 &nbsp;|&nbsp; 🌐 www.ritceyteam.com	The_Ritcey_Team.jpg				
Kent & Duffett	Andy	Forse	andy@kentandduffett.ca	http://www.kentandduffett.ca	902-678-1125	Business	Financial Services	46 Chipman Dr Unit 1	Kentville	NS B4N 3V7	Canada	45.0639811	-64.5464013	46 Chipman Drive, Unit 1 KENTVILLE NS B4N 3V7	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Kent & Duffett</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 46 Chipman Dr Unit 1</i> &nbsp;|&nbsp; 📞 902-678-1125 &nbsp;|&nbsp; 🌐 www.kentandduffett.ca	Kent_Duffett.jpg				
Grant Thornton LLP	Duane	Sauinler	Duane.Saulnier@doane.gt.ca	http://www.ca.gt.com	902-690-2020	Business	Financial Services	15 Webster St	Kentville	NS B4N 1H4	Canada	45.07824	-64.49468	15 Webster Street    Kentville  NS  B4N 1H4  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Grant Thornton LLP</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 15 Webster St</i> &nbsp;|&nbsp; 📞 902-690-2020 &nbsp;|&nbsp; 🌐 www.ca.gt.com	Grant_Thornton_LLP.jpg				
Herrit Income Tax Ltd	C. Lenn	Herritt	incometax@ns.sympatico.ca		902-679-2422	Business	Financial Services	41 Aberdeen St	Kentville	NS B4N 2N1	Canada	45.0779603	-64.4961712	41 Aberdeen St.    Kentville  NS  B4N 2M9  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Herrit Income Tax Ltd</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 41 Aberdeen St</i> &nbsp;|&nbsp; 📞 902-679-2422	Herrit_Income_Tax_Ltd.jpg				
RBC Royal Bank	Darryl	Pike	darryl.pike@rbc.com	http://www.rbc.com	902-679-3884	Business	Financial Services	64 Webster St	Kentville	NS B4N 1H7	Canada	45.0780985	-64.4959642	64 Webster Street    Kentville  NS  B4N 1H4  CA	False	F: 9:30 T: 17:00	F: 9:30 T: 17:00	F: 9:30 T: 17:00	F: 9:30 T: 17:00	F: 9:30 T: 17:00	closed	closed	<b>RBC Royal Bank</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 64 Webster St</i> &nbsp;|&nbsp; 📞 902-679-3884 &nbsp;|&nbsp; 🌐 www.rbc.com	RBC_Royal_Bank.jpg				
Edward Jones	Catherine	Metzger Silver	catherine.metzger-silver@edwardjones.com	http://www.edwardjones.com	902-681-2300	Business	Financial Services	22 Bridge St	Kentville	NS B4N 2E3	Canada	45.077594	-64.4944818	22 Bridge Street    Kentville  NS  B4N 2E1  CA	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Edward Jones</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 22 Bridge St</i> &nbsp;|&nbsp; 📞 902-681-2300 &nbsp;|&nbsp; 🌐 www.edwardjones.com	Edward_Jones.jpg				
The Co-operators	Andrew	White	andrew_white@cooperators.ca	https://www.cooperators.ca/	902-792-8196	Business	Financial Services	12 Webster St	Kentville	NS B4N 1H7	Canada	45.0780218	-64.4949059	12 Webster St, Kentville, NS B4N 1H7	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>The Co-operators</b> — Professional financial services in Downtown Kentville. Expert guidance for your financial goals, from accounting and tax planning to insurance and investment management. Serving the Annapolis Valley community.<br><i>📍 12 Webster St</i> &nbsp;|&nbsp; 📞 902-792-8196 &nbsp;|&nbsp; 🌐 www.cooperators.ca	The_Co-operators.jpg				
Phantom Effects	Jaimie	Peerless	jaimiepeerless@outlook.com	http://www.phantomeffects.com		Business	Salons / Spas / Barbers	325 Main St	Kentville	NS B4N 1K5	Canada	45.0770761	-64.4932805	325 Main Street Kentville	False	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Phantom Effects</b> — Special effects makeup, prosthetics, and creative artistry. From theatrical productions to film and events, bringing imagination to life.	Phantom_Effects.jpg				
Bridge Beauty Bar	Mel	Hiltz	melhiltz.hair@gmail.com; Info@bridgebeautybar.com	https://www.bridgebeautybar.com/		Business	Salons / Spas / Barbers	14 Bridge St	Kentville	NS B4N 2E1	Canada	45.0773292	-64.4944358	14 Bridge Street    Kentville  B4N 2E1  NS  CA	True	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Bridge Beauty Bar</b> — Full-service beauty bar in Downtown Kentville. Facials, lashes, brows, makeup, and skincare treatments. Feel pampered and polished.	Bridge_Beauty_Bar.jpg				
Enve Hair Salon	Angie	Sanford	envehair.angie@hotmail.com; enveofthecastle@gmail.com .		902-365-3683	Business	Salons / Spas / Barbers	326 Main St	Kentville	NS B4N 1K6	Canada	45.076454	-64.49411	326 Main Street    Kentville  NS  B4N 1K5  CA	True	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Enve Hair Salon</b> — Modern hair styling and colouring by skilled professionals. Cuts, colour, highlights, and treatments in a chic Downtown Kentville salon.	Enve_Hair_Salon.jpg				
Headliners Studio	Leisa	McNeil	leisamcneil@eastlink.ca	https://headlinersdesignstudio.com/	902-678-3742	Business	Salons / Spas / Barbers	510 Main St	Kentville	NS B4N 1L3	Canada	45.077574	-64.5016512	510 Main Street    Kentville  NS  B4N 1L3  CA	True	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Headliners Studio</b> — Creative hair design and barbering in Downtown Kentville. Fresh cuts, sharp fades, and expert styling for everyone.	Headliners_Studio.jpg				
Scissor Over Comb	Brittany/ Anthony	Buchan/ Marzilli	scissorovercombbarbershop@outlook.com	http://www.scissorovercomb.ca		Business	Salons / Spas / Barbers	379 Main St	Kentville	NS B4N 1K7	Canada	45.0772279	-64.4955166	379 Main St, Kentville, NS B4N 1K7	True	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Scissor Over Comb</b> — A classic barbershop experience in Downtown Kentville. Precision cuts, hot towel shaves, and good conversation.	Scissor_Over_Comb.jpg				
That's The Look Hair Studio	Kelly	Thomas	kellybthomas@hotmail.com		902-678-5711	Business	Salons / Spas / Barbers	409 Main St	Kentville	NS B4N 1K7	Canada	45.0773834	-64.4963749	409 Main Street    Kentville  NS  B4N 1K7  CA	False	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>That's The Look Hair Studio</b> — Professional beauty and personal care services in Downtown Kentville. Skilled stylists and technicians dedicated to helping you look and feel your best. Walk-ins welcome or book an appointment today.<br><i>📍 409 Main St</i> &nbsp;|&nbsp; 📞 902-678-5711	Thats_The_Look_Hair_Studio.jpg				
Victor's Cut Barbershop	Victor	Arias	Victorcuts7@gmail.com		(902) 678-8888	Business	Salons / Spas / Barbers	17 River St #21	Kentville	NS B4N 1G8	Canada	45.0798302	-64.4956322	17 River St #21, Kentville, NS B4N 1G8	False	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Victor's Cut Barbershop</b> — Professional beauty and personal care services in Downtown Kentville. Skilled stylists and technicians dedicated to helping you look and feel your best. Walk-ins welcome or book an appointment today.<br><i>📍 17 River St #21</i> &nbsp;|&nbsp; 📞 (902) 678-8888	Victors_Cut_Barbershop.jpg				
Wink Eye Glamour	Michelle	May	winkeyeglamour@gmail.com	http://www.winkeyeglamour.com	902-680-1699	Business	Salons / Spas / Barbers	50A Webster St	Kentville	NS B4N 1H7	Canada	45.0781124	-64.4956389	50A Webster Street    Kentville  NS  B4N 1H7  CA	True	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Wink Eye Glamour</b> — Professional beauty and personal care services in Downtown Kentville. Skilled stylists and technicians dedicated to helping you look and feel your best. Walk-ins welcome or book an appointment today.<br><i>📍 50A Webster St</i> &nbsp;|&nbsp; 📞 902-680-1699 &nbsp;|&nbsp; 🌐 www.winkeyeglamour.com	Wink_Eye_Glamour.jpg				
Murphy's Barber	Sean	Murphy	smurphythebarber@yahoo.ca		(902) 599-2928	Business	Salons / Spas / Barbers	325 Main St	Kentville	NS B4N 1K5	Canada	45.0770761	-64.4932805	325 Main Street Kentville	False	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Murphy's Barber</b> — Professional beauty and personal care services in Downtown Kentville. Skilled stylists and technicians dedicated to helping you look and feel your best. Walk-ins welcome or book an appointment today.<br><i>📍 325 Main St</i> &nbsp;|&nbsp; 📞 (902) 599-2928	Murphys_Barber.jpg				
Remy's Nails & Spa	Remy		remynailsinc@gmail.com		902-678-8686	Business	Salons / Spas / Barbers	325 Main St #17	Kentville	NS B4N 1K5	Canada	45.0771106	-64.4932163	325 Main, Unit 17, Kentville	True	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Remy's Nails &amp; Spa</b> — Luxurious nail and spa services in Downtown Kentville. Manicures, pedicures, gel nails, and relaxing spa treatments. Treat yourself!	Remys_Nails_Spa.jpg				
Blue 50 Nails	Joyce		contact@blue50.ca	https://blue50.ca/	(902) 746-3668	Business	Salons / Spas / Barbers	41 Aberdeen St Unit 1-2	Kentville	NS B4N 2M9	Canada	45.0779603	-64.4961712	41 Aberdeen Street Unit 1-2	True	closed	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 19:00	F: 9:00 T: 17:00	F: 9:00 T: 15:00	closed	<b>Blue 50 Nails</b> — Professional beauty and personal care services in Downtown Kentville. Skilled stylists and technicians dedicated to helping you look and feel your best. Walk-ins welcome or book an appointment today.<br><i>📍 41 Aberdeen St Unit 1-2</i> &nbsp;|&nbsp; 📞 (902) 746-3668 &nbsp;|&nbsp; 🌐 blue50.ca	Blue_50_Nails.jpg				
						Business									False													
						Business									False													
AG Custom Apparel	Darin	Roche	darin@agcustomapparel.com	https://agcustom.deco-apparel.com/		Business	Shops							Wolfville?	False	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:30	F: 10:00 T: 17:00	closed	<b>AG Custom Apparel</b> — A welcoming retail destination in Downtown Kentville offering a curated selection of quality products and friendly, knowledgeable service. Stop by and discover something special on your next visit to Main Street.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp; 🌐 agcustom.deco-apparel.com	AG_Custom_Apparel.jpg				
Valley Bubble Tea	Nelson	Soro	soronelson1@gmail.com	facebook	902-385-3913	Business	Eateries							Main Street	True	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 12:00 T: 19:00	<b>Valley Bubble Tea &amp; Ice Cream</b> — A fun, colourful spot for bubble tea, milk tea, fruit tea, smoothies, and scooped ice cream. Customize your drink with tapioca pearls, popping boba, and more. A sweet stop for all ages on Main Street!<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp; 📞 902-385-3913 &nbsp;|&nbsp; 🌐 facebook	Valley_Bubble_Tea.jpg				
Paula Huntley, Event Planner	Paula	Huntley	huntley@ns.sympatico.ca		902-678-6692	Business	Specialty Services							home based business	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Paula Huntley, Event Planner</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp; 📞 902-678-6692	Paula_Huntley_Event_Planner.jpg				
Michael DeLuca Woodworking	Michael	DeLuca	michaeldelucawoodworking@gmail.com	http://michaeldelucawoodworking.com	902-698-2974	Business	Specialty Services							home based business	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Michael DeLuca Woodworking</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp; 📞 902-698-2974 &nbsp;|&nbsp; 🌐 michaeldelucawoodworking.com	Michael_DeLuca_Woodworking.jpg				
Ryan Roberts Music	Ryan	Roberts	ryanrobertsmusic@hotmail.com			Business	Specialty Services							home based business	False	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	F: 9:00 T: 17:00	closed	closed	<b>Ryan Roberts Music</b> — Specialized professional services serving Kentville and the Annapolis Valley. Dedicated expertise and personalized attention for your unique needs.<br><i>📍 Downtown Kentville</i> &nbsp;|&nbsp;	Ryan_Roberts_Music.jpg				
